#TEXT/SIMPLE
# elo ehi spectrum
1.639999998619 1.649999998607 6.8013684089767e-06
1.649999998607 1.659999998596 6.7310395915353e-06
1.659999998596 1.669999998585 6.6617456671519e-06
1.669999998585 1.679999998574 6.5934683736557e-06
1.679999998574 1.689999998563 6.5261890614256e-06
1.689999998563 1.699999998552 6.4598907636100e-06
1.699999998552 1.709999998541 6.3945556964136e-06
1.709999998541 1.719999998529 6.3301665098209e-06
1.719999998529 1.729999998518 6.2667070629304e-06
1.729999998518 1.739999998507 6.2041604185649e-06
1.739999998507 1.749999998496 6.1425108244060e-06
1.749999998496 1.759999998485 6.0817421325013e-06
1.759999998485 1.769999998474 6.0218389619617e-06
1.769999998474 1.779999998463 5.9627862936935e-06
1.779999998463 1.789999998451 5.9045687204729e-06
1.789999998451 1.799999998440 5.8471723043424e-06
1.799999998440 1.809999998429 5.7905823364914e-06
1.809999998429 1.819999998418 5.7347844592621e-06
1.819999998418 1.829999998407 5.6797653648326e-06
1.829999998407 1.839999998396 5.6255109943600e-06
1.839999998396 1.849999998385 5.5601878209979e-06
1.849999998385 1.859999998373 5.4959900570918e-06
1.859999998373 1.869999998362 5.4444422473063e-06
1.869999998362 1.879999998351 5.3935957113927e-06
1.879999998351 1.889999998340 5.3434388855673e-06
1.889999998340 1.899999998329 5.2939601324511e-06
1.899999998329 1.909999998318 5.2451474232794e-06
1.909999998318 1.919999998307 5.1969896577810e-06
1.919999998307 1.929999998295 5.1494759832441e-06
1.929999998295 1.939999998284 5.1025954701501e-06
1.939999998284 1.949999998273 5.0563371208981e-06
1.949999998273 1.959999998262 5.0106911236960e-06
1.959999998262 1.969999998251 4.9656466417761e-06
1.969999998251 1.979999998240 4.9211940050300e-06
1.979999998240 1.989999998229 4.8773234491382e-06
1.989999998229 1.999999998217 4.8340248245026e-06
1.999999998217 2.009999998206 4.7912891032174e-06
2.009999998206 2.019999998195 4.7491068602588e-06
2.019999998195 2.029999998184 4.7074691700572e-06
2.029999998184 2.039999998173 4.6663667211706e-06
2.039999998173 2.049999998162 4.6257906959919e-06
2.049999998162 2.059999998151 4.5857330354441e-06
2.059999998151 2.069999998139 4.5461847227524e-06
2.069999998139 2.079999998128 4.5071380567947e-06
2.079999998128 2.089999998117 4.4685843897667e-06
2.089999998117 2.099999998106 4.4305158128311e-06
2.099999998106 2.109999998095 4.3929248555816e-06
2.109999998095 2.119999998084 4.3558036641410e-06
2.119999998084 2.129999998073 4.3191445532521e-06
2.129999998073 2.139999998061 4.2829405293980e-06
2.139999998061 2.149999998050 4.2471839560631e-06
2.149999998050 2.159999998039 4.2118676211424e-06
2.159999998039 2.169999998028 4.1769852351874e-06
2.169999998028 2.179999998017 4.1425293565104e-06
2.179999998017 2.189999998006 4.1084932106763e-06
2.189999998006 2.199999997995 4.0748706645899e-06
2.199999997995 2.209999997983 4.0416549604923e-06
2.209999997983 2.219999997972 4.0088397290882e-06
2.219999997972 2.229999997961 3.9764189754965e-06
2.229999997961 2.239999997950 3.9443863397924e-06
2.239999997950 2.249999997939 3.9127358342073e-06
2.249999997939 2.259999997928 3.8814615918306e-06
2.259999997928 2.269999997917 3.8505580995909e-06
2.269999997917 2.279999997905 3.8200192495315e-06
2.279999997905 2.289999997894 3.7898397576709e-06
2.289999997894 2.299999997883 3.7600139813105e-06
2.299999997883 2.309999997872 3.7305366203276e-06
2.309999997872 2.319999997861 3.7014024786298e-06
2.319999997861 2.329999997850 3.6726064616519e-06
2.329999997850 2.339999997839 3.6441431283017e-06
2.339999997839 2.349999997827 3.6160075905614e-06
2.349999997827 2.359999997816 3.5881950545823e-06
2.359999997816 2.369999997805 3.5607008184578e-06
2.369999997805 2.379999997794 3.5335200542701e-06
2.379999997794 2.389999997783 3.5066478144979e-06
2.389999997783 2.399999997772 3.4800801002020e-06
2.399999997772 2.409999997761 3.4538119287084e-06
2.409999997761 2.419999997750 3.4278390459423e-06
2.419999997750 2.429999997738 3.4021572771905e-06
2.429999997738 2.439999997727 3.3767623194041e-06
2.439999997727 2.449999997716 3.3516499516455e-06
2.449999997716 2.459999997705 3.3268160331793e-06
2.459999997705 2.469999997694 3.3022567027975e-06
2.469999997694 2.479999997683 3.2757246956499e-06
2.479999997683 2.489999997672 3.2495125592266e-06
2.489999997672 2.499999997660 3.2258225698405e-06
2.499999997660 2.509999997649 3.2023903370636e-06
2.509999997649 2.519999997638 3.1792121838669e-06
2.519999997638 2.529999997627 3.1562846933004e-06
2.529999997627 2.539999997616 3.1336041273202e-06
2.539999997616 2.549999997605 3.1111671972827e-06
2.549999997605 2.559999997594 3.0889701082310e-06
2.559999997594 2.569999997582 3.0670098848996e-06
2.569999997582 2.579999997571 3.0452830457387e-06
2.579999997571 2.589999997560 3.0237863578744e-06
2.589999997560 2.599999997549 3.0025166463833e-06
2.599999997549 2.609999997538 2.9814709743114e-06
2.609999997538 2.619999997527 2.9606457350094e-06
2.619999997527 2.629999997516 2.9400384637960e-06
2.629999997516 2.639999997504 2.9196456690875e-06
2.639999997504 2.649999997493 2.8994648072354e-06
2.649999997493 2.659999997482 2.8794928505456e-06
2.659999997482 2.669999997471 2.8597269996730e-06
2.669999997471 2.679999997460 2.8401645038748e-06
2.679999997460 2.689999997449 2.8208023175010e-06
2.689999997449 2.699999997438 2.8016381312138e-06
2.699999997438 2.709999997426 2.7826689962044e-06
2.709999997426 2.719999997415 2.7638925207372e-06
2.719999997415 2.729999997404 2.7453061854711e-06
2.729999997404 2.739999997393 2.7269071830160e-06
2.739999997393 2.749999997382 2.7086930854025e-06
2.749999997382 2.759999997371 2.6906616686305e-06
2.759999997371 2.769999997360 2.6728102581945e-06
2.769999997360 2.779999997348 2.6551367103966e-06
2.779999997348 2.789999997337 2.6376385958329e-06
2.789999997337 2.799999997326 2.6203135270074e-06
2.799999997326 2.809999997315 2.6031594728496e-06
2.809999997315 2.819999997304 2.5861739641211e-06
2.819999997304 2.829999997293 2.5693257898875e-06
2.829999997293 2.839999997282 2.5526423530823e-06
2.839999997282 2.849999997270 2.5361507745669e-06
2.849999997270 2.859999997259 2.5198193256257e-06
2.859999997259 2.869999997248 2.5036460288817e-06
2.869999997248 2.879999997237 2.4876286376510e-06
2.879999997237 2.889999997226 2.4717653929058e-06
2.889999997226 2.899999997215 2.4560542649805e-06
2.899999997215 2.909999997204 2.4404932579386e-06
2.909999997204 2.919999997192 2.4250807022289e-06
2.919999997192 2.929999997181 2.4098145159796e-06
2.929999997181 2.939999997170 2.3946929424925e-06
2.939999997170 2.949999997159 2.3797141086815e-06
2.949999997159 2.959999997148 2.3648763150195e-06
2.959999997148 2.969999997137 2.3501777463220e-06
2.969999997137 2.979999997126 2.3356167580194e-06
2.979999997126 2.989999997114 2.3211915906294e-06
2.989999997114 2.999999997103 2.3069006524248e-06
2.999999997103 3.009999997092 2.2927422375255e-06
3.009999997092 3.019999997081 2.2787146673955e-06
3.019999997081 3.029999997070 2.2648162903170e-06
3.029999997070 3.039999997059 2.2510457527268e-06
3.039999997059 3.049999997048 2.2374013148761e-06
3.049999997048 3.059999997036 2.2238815342538e-06
3.059999997036 3.069999997025 2.2104848564873e-06
3.069999997025 3.079999997014 2.1972098842599e-06
3.079999997014 3.089999997003 2.1840549773869e-06
3.089999997003 3.099999996992 2.1710189154711e-06
3.099999996992 3.109999996981 2.1581002344265e-06
3.109999996981 3.119999996970 2.1452973634835e-06
3.119999996970 3.129999996958 2.1326090145880e-06
3.129999996958 3.139999996947 2.1200340463213e-06
3.139999996947 3.149999996936 2.1075708242125e-06
3.149999996936 3.159999996925 2.0952181200729e-06
3.159999996925 3.169999996914 2.0829745978149e-06
3.169999996914 3.179999996903 2.0708391914149e-06
3.179999996903 3.189999996892 2.0588104765950e-06
3.189999996892 3.199999996881 2.0468870517051e-06
3.199999996881 3.209999996869 2.0348393948090e-06
3.209999996869 3.219999996858 2.0228986692170e-06
3.219999996858 3.229999996847 2.0112899258604e-06
3.229999996847 3.239999996836 1.9997817325938e-06
3.239999996836 3.249999996825 1.9883730227243e-06
3.249999996825 3.259999996814 1.9770625061743e-06
3.259999996814 3.269999996803 1.9658492683086e-06
3.269999996803 3.279999996791 1.9547320527798e-06
3.279999996791 3.289999996780 1.9437097398164e-06
3.289999996780 3.299999996769 1.9327814589400e-06
3.299999996769 3.309999996758 1.9219458875089e-06
3.309999996758 3.319999996747 1.9112021844828e-06
3.319999996747 3.329999996736 1.9005491758670e-06
3.329999996736 3.339999996725 1.8899859332460e-06
3.339999996725 3.349999996713 1.8795114275733e-06
3.349999996713 3.359999996702 1.8691247571883e-06
3.359999996702 3.369999996691 1.8588248087233e-06
3.369999996691 3.379999996680 1.8486105969594e-06
3.379999996680 3.389999996669 1.8384812614332e-06
3.389999996669 3.399999996658 1.8284359530846e-06
3.399999996658 3.409999996647 1.8184735057766e-06
3.409999996647 3.419999996635 1.8085932069595e-06
3.419999996635 3.429999996624 1.7987941359944e-06
3.429999996624 3.439999996613 1.7890753852369e-06
3.439999996613 3.449999996602 1.7794360598145e-06
3.449999996602 3.459999996591 1.7698752774109e-06
3.459999996591 3.469999996580 1.7603921680540e-06
3.469999996580 3.479999996569 1.7509859792217e-06
3.479999996569 3.489999996557 1.7416558633040e-06
3.489999996557 3.499999996546 1.7324008802705e-06
3.499999996546 3.509999996535 1.7232204147575e-06
3.509999996535 3.519999996524 1.7141135491063e-06
3.519999996524 3.529999996513 1.7050795841023e-06
3.529999996513 3.539999996502 1.6961176254048e-06
3.539999996502 3.549999996491 1.6872269945387e-06
3.549999996491 3.559999996479 1.6784069206264e-06
3.559999996479 3.569999996468 1.6696566432802e-06
3.569999996468 3.579999996457 1.6609755122591e-06
3.579999996457 3.589999996446 1.6523626867625e-06
3.589999996446 3.599999996435 1.6438174368648e-06
3.599999996435 3.609999996424 1.6353391407306e-06
3.609999996424 3.619999996413 1.6269270863823e-06
3.619999996413 3.629999996401 1.6185805713724e-06
3.629999996401 3.639999996390 1.6102989026298e-06
3.639999996390 3.649999996379 1.6020813963106e-06
3.649999996379 3.659999996368 1.5939274734000e-06
3.659999996368 3.669999996357 1.5858364665895e-06
3.669999996357 3.679999996346 1.5778076226133e-06
3.679999996346 3.689999996335 1.5698402931037e-06
3.689999996335 3.699999996323 1.5619340258211e-06
3.699999996323 3.709999996312 1.5540880931003e-06
3.709999996312 3.719999996301 1.5463018703168e-06
3.719999996301 3.729999996290 1.5385748333739e-06
3.729999996290 3.739999996279 1.5309061885554e-06
3.739999996279 3.749999996268 1.5232956110527e-06
3.749999996268 3.759999996257 1.5157423232856e-06
3.759999996257 3.769999996245 1.5082458306402e-06
3.769999996245 3.779999996234 1.5008055541242e-06
3.779999996234 3.789999996223 1.4934208325256e-06
3.789999996223 3.799999996212 1.4860912813319e-06
3.799999996212 3.809999996201 1.4788163421577e-06
3.809999996201 3.819999996190 1.4715952870812e-06
3.819999996190 3.829999996179 1.4644277502127e-06
3.829999996179 3.839999996167 1.4573131941523e-06
3.839999996167 3.849999996156 1.4502510012600e-06
3.849999996156 3.859999996145 1.4432407354894e-06
3.859999996145 3.869999996134 1.4362818794908e-06
3.869999996134 3.879999996123 1.4293738366355e-06
3.879999996123 3.889999996112 1.4225162743884e-06
3.889999996112 3.899999996101 1.4157086083806e-06
3.899999996101 3.909999996089 1.4089503466223e-06
3.909999996089 3.919999996078 1.4022410873471e-06
3.919999996078 3.929999996067 1.3955802657555e-06
3.929999996067 3.939999996056 1.3889674912221e-06
3.939999996056 3.949999996045 1.3824022115306e-06
3.949999996045 3.959999996034 1.3758840468555e-06
3.959999996034 3.969999996023 1.3694124572057e-06
3.969999996023 3.979999996012 1.3629871549688e-06
3.979999996012 3.989999996000 1.3566075295179e-06
3.989999996000 3.999999995989 1.3502733026341e-06
3.999999995989 4.009999995978 1.3439838760232e-06
4.009999995978 4.019999995967 1.3377389805630e-06
4.019999995967 4.029999995956 1.3315381097962e-06
4.029999995956 4.039999995945 1.3253809228287e-06
4.039999995945 4.049999995934 1.3191868788819e-06
4.049999995934 4.059999995922 1.3130368285772e-06
4.059999995922 4.069999995911 1.3070097349712e-06
4.069999995911 4.079999995900 1.3010245986934e-06
4.079999995900 4.089999995889 1.2950811793542e-06
4.089999995889 4.099999995878 1.2891788519759e-06
4.099999995878 4.109999995867 1.2833174620778e-06
4.109999995867 4.119999995856 1.2774964726077e-06
4.119999995856 4.129999995844 1.2717156587529e-06
4.129999995844 4.139999995833 1.2659744938282e-06
4.139999995833 4.149999995822 1.2602727604547e-06
4.149999995822 4.159999995811 1.2546099420428e-06
4.159999995811 4.169999995800 1.2489858284200e-06
4.169999995800 4.179999995789 1.2433999873476e-06
4.179999995789 4.189999995778 1.2378520662671e-06
4.189999995778 4.199999995766 1.2323417905556e-06
4.199999995766 4.209999995755 1.2268687412573e-06
4.209999995755 4.219999995744 1.2214326510966e-06
4.219999995744 4.229999995733 1.2160331825471e-06
4.229999995733 4.239999995722 1.2106699294161e-06
4.239999995722 4.249999995711 1.2053425628406e-06
4.249999995711 4.259999995700 1.2000509015121e-06
4.259999995700 4.269999995688 1.1947944789607e-06
4.269999995688 4.279999995677 1.1895730487183e-06
4.279999995677 4.289999995666 1.1843862957154e-06
4.289999995666 4.299999995655 1.1792339084487e-06
4.299999995655 4.309999995644 1.1741155789355e-06
4.309999995644 4.319999995633 1.1690310026623e-06
4.319999995633 4.329999995622 1.1639798785413e-06
4.329999995622 4.339999995610 1.1589619782800e-06
4.339999995610 4.349999995599 1.1539769374792e-06
4.349999995599 4.359999995588 1.1490244650532e-06
4.359999995588 4.369999995577 1.1441042731591e-06
4.369999995577 4.379999995566 1.1392161453812e-06
4.379999995566 4.389999995555 1.1343597314195e-06
4.389999995555 4.399999995544 1.1295348205510e-06
4.399999995544 4.409999995532 1.1247410692603e-06
4.409999995532 4.419999995521 1.1199782723597e-06
4.419999995521 4.429999995510 1.1152460929470e-06
4.429999995510 4.439999995499 1.1105443977130e-06
4.439999995499 4.449999995488 1.1058727891425e-06
4.449999995488 4.459999995477 1.1012310067287e-06
4.459999995477 4.469999995466 1.0966189241196e-06
4.469999995466 4.479999995454 1.0920361540230e-06
4.479999995454 4.489999995443 1.0874825745595e-06
4.489999995443 4.499999995432 1.0829578050534e-06
4.499999995432 4.509999995421 1.0784616634028e-06
4.509999995421 4.519999995410 1.0739939690843e-06
4.519999995410 4.529999995399 1.0695543510559e-06
4.529999995399 4.539999995388 1.0651426980554e-06
4.539999995388 4.549999995376 1.0607586452744e-06
4.549999995376 4.559999995365 1.0564020854831e-06
4.559999995365 4.569999995354 1.0520727859082e-06
4.569999995354 4.579999995343 1.0477703908233e-06
4.579999995343 4.589999995332 1.0434947988363e-06
4.589999995332 4.599999995321 1.0392457222984e-06
4.599999995321 4.609999995310 1.0350229389093e-06
4.609999995310 4.619999995298 1.0308262904051e-06
4.619999995298 4.629999995287 1.0266555583886e-06
4.629999995287 4.639999995276 1.0225104655640e-06
4.639999995276 4.649999995265 1.0183907988361e-06
4.649999995265 4.659999995254 1.0142964080376e-06
4.659999995254 4.669999995243 1.0102270837647e-06
4.669999995243 4.679999995232 1.0061825585853e-06
4.679999995232 4.689999995220 1.0021626881241e-06
4.689999995220 4.699999995209 9.9816726943419e-07
4.699999995209 4.709999995198 9.9419604217960e-07
4.709999995198 4.719999995187 9.9024892680102e-07
4.719999995187 4.729999995176 9.8632560783020e-07
4.729999995176 4.739999995165 9.8242595004894e-07
4.739999995165 4.749999995154 9.7854970219986e-07
4.749999995154 4.759999995143 9.7469679087153e-07
4.759999995143 4.769999995131 9.7086696849572e-07
4.769999995131 4.779999995120 9.6705999035343e-07
4.779999995120 4.789999995109 9.6327578742043e-07
4.789999995109 4.799999995098 9.5951406112592e-07
4.799999995098 4.809999995087 9.5577474526815e-07
4.809999995087 4.819999995076 9.5205760282139e-07
4.819999995076 4.829999995065 9.4836239946757e-07
4.829999995065 4.839999995053 9.4468907308876e-07
4.839999995053 4.849999995042 9.4103744898921e-07
4.849999995042 4.859999995031 9.3740724208150e-07
4.859999995031 4.869999995020 9.3379839416600e-07
4.869999995020 4.879999995009 9.3021062445575e-07
4.879999995009 4.889999994998 9.2664393269303e-07
4.889999994998 4.899999994987 9.2309798644819e-07
4.899999994987 4.909999994975 9.1957273249028e-07
4.909999994975 4.919999994964 9.1606795315104e-07
4.919999994964 4.929999994953 9.1258348779147e-07
4.929999994953 4.939999994942 9.0911923172699e-07
4.939999994942 4.949999994931 9.0567502684720e-07
4.949999994931 4.959999994920 9.0225060868029e-07
4.959999994920 4.969999994909 8.9884598469399e-07
4.969999994909 4.979999994897 8.9546084011889e-07
4.979999994897 4.989999994886 8.9209518420541e-07
4.989999994886 4.999999994875 8.8874875952738e-07
4.999999994875 5.009999994864 8.8542141762280e-07
5.009999994864 5.019999994853 8.8211306421822e-07
5.019999994853 5.029999994842 8.7882355312366e-07
5.029999994842 5.039999994831 8.7555268721073e-07
5.039999994831 5.049999994819 8.7230037584554e-07
5.049999994819 5.059999994808 8.6906647702907e-07
5.059999994808 5.069999994797 8.6585079835708e-07
5.069999994797 5.079999994786 8.6265325270058e-07
5.079999994786 5.089999994775 8.5947370210662e-07
5.089999994775 5.099999994764 8.5631200994125e-07
5.099999994764 5.109999994753 8.5316798986592e-07
5.109999994753 5.119999994741 8.5004161004406e-07
5.119999994741 5.129999994730 8.4693263587689e-07
5.129999994730 5.139999994719 8.4384098686213e-07
5.139999994719 5.149999994708 8.4076653273342e-07
5.149999994708 5.159999994697 8.3770909437614e-07
5.159999994697 5.169999994686 8.3466864431439e-07
5.169999994686 5.179999994675 8.3164500566964e-07
5.179999994675 5.189999994663 8.2863800348145e-07
5.189999994663 5.199999994652 8.2564761274983e-07
5.199999994652 5.209999994641 8.2267361149580e-07
5.209999994641 5.219999994630 8.1971597631359e-07
5.219999994630 5.229999994619 8.1677448822473e-07
5.229999994619 5.239999994608 8.1384912537426e-07
5.239999994608 5.249999994597 8.1093972019799e-07
5.249999994597 5.259999994585 8.0804610693112e-07
5.259999994585 5.269999994574 8.0516826596520e-07
5.269999994574 5.279999994563 8.0230603352314e-07
5.279999994563 5.289999994552 7.9945929536338e-07
5.289999994552 5.299999994541 7.9662793829490e-07
5.299999994541 5.309999994530 7.9381189761107e-07
5.309999994530 5.319999994519 7.9101096713086e-07
5.319999994519 5.329999994507 7.8822513146996e-07
5.329999994507 5.339999994496 7.8545423408449e-07
5.339999994496 5.349999994485 7.8269816686951e-07
5.349999994485 5.359999994474 7.7995686931652e-07
5.359999994474 5.369999994463 7.7723018833579e-07
5.369999994463 5.379999994452 7.7451801874314e-07
5.379999994452 5.389999994441 7.7182025630528e-07
5.389999994441 5.399999994429 7.6913684369370e-07
5.399999994429 5.409999994418 7.6646763226332e-07
5.409999994418 5.419999994407 7.6381252057599e-07
5.419999994407 5.429999994396 7.6117145359042e-07
5.429999994396 5.439999994385 7.5854428587914e-07
5.439999994385 5.449999994374 7.5593091870966e-07
5.449999994374 5.459999994363 7.5333129924630e-07
5.459999994363 5.469999994351 7.5074528518435e-07
5.469999994351 5.479999994340 7.4817282511628e-07
5.479999994340 5.489999994329 7.4561377876855e-07
5.489999994329 5.499999994318 7.4306805172782e-07
5.499999994318 5.509999994307 7.4053559466387e-07
5.509999994307 5.519999994296 7.3801631437173e-07
5.519999994296 5.529999994285 7.3551007452216e-07
5.529999994285 5.539999994273 7.3301678399492e-07
5.539999994273 5.549999994262 7.3053639611829e-07
5.549999994262 5.559999994251 7.2806882092010e-07
5.559999994251 5.569999994240 7.2561392586366e-07
5.569999994240 5.579999994229 7.2317166619074e-07
5.579999994229 5.589999994218 7.2074191120606e-07
5.589999994218 5.599999994207 7.1832461738909e-07
5.599999994207 5.609999994196 7.1591965585066e-07
5.609999994196 5.619999994184 7.1352698427909e-07
5.619999994184 5.629999994173 7.1114647555677e-07
5.629999994173 5.639999994162 7.0877813089624e-07
5.639999994162 5.649999994151 7.0642178229153e-07
5.649999994151 5.659999994140 7.0407734770555e-07
5.659999994140 5.669999994129 7.0174478772867e-07
5.669999994129 5.679999994118 6.9942402130957e-07
5.679999994118 5.689999994106 6.9711496809253e-07
5.689999994106 5.699999994095 6.9481750690250e-07
5.699999994095 5.709999994084 6.9253160053284e-07
5.709999994084 5.719999994073 6.9025712943466e-07
5.719999994073 5.729999994062 6.8799409856092e-07
5.729999994062 5.739999994051 6.8574234859111e-07
5.739999994051 5.749999994040 6.8350184442051e-07
5.749999994040 5.759999994028 6.8127246966372e-07
5.759999994028 5.769999994017 6.7905423079218e-07
